route,FL_DATE,avg_arr_delay,avg_dep_delay,flights
LGA-MDW,2018-08-01,18.39766081871345,31.174418604651162,172
LGA-MDW,2020-01-01,-19.01388888888889,1.1448275862068966,145
LGA-MEM,2018-08-01,16.418181818181818,21.80909090909091,110
LGA-MEM,2020-01-01,-20.247619047619047,-4.4,105
LGA-MHT,2018-08-01,12.88888888888889,16.166666666666668,27
LGA-MHT,2020-01-01,-15.058823529411764,-6.647058823529412,17
LGA-MIA,2018-08-01,7.871287128712871,17.023668639053255,507
LGA-MIA,2020-01-01,-19.937229437229437,-2.6515151515151514,462
LGA-MKE,2018-08-01,9.689839572192513,24.747311827956988,187
LGA-MKE,2020-01-01,-19.474025974025974,-2.7662337662337664,154
LGA-MSN,2018-08-01,7.449275362318841,14.871428571428572,70
LGA-MSN,2020-01-01,-22.271186440677965,-5.932203389830509,59
LGA-MSP,2018-08-01,7.591240875912408,18.21897810218978,274
LGA-MSP,2020-01-01,-22.060747663551403,-3.957943925233645,214
LGA-MSY,2018-08-01,7.833333333333333,22.388235294117646,86
LGA-MSY,2020-01-01,-20.46,-1.9,100
LGA-MTJ,2020-01-01,-44.0,-9.0,1
LGA-MVY,2018-08-01,21.046511627906977,17.558139534883722,43
LGA-MYR,2018-08-01,11.732394366197184,16.140845070422536,71
LGA-MYR,2020-01-01,-26.25,-7.25,24
LGA-OMA,2018-08-01,30.976744186046513,33.26190476190476,43
LGA-OMA,2020-01-01,-25.85,-0.8,40
LGA-ORD,2018-08-01,26.751184834123222,30.16522423288749,1271
LGA-ORD,2020-01-01,-22.25,-3.3793103448275863,899
LGA-ORF,2018-08-01,8.334801762114537,17.266666666666666,229
LGA-ORF,2020-01-01,-16.745098039215687,-4.751633986928105,153
LGA-PBI,2018-08-01,7.306930693069307,19.702970297029704,202
LGA-PBI,2020-01-01,-19.46330275229358,-2.6605504587155964,218
LGA-PHL,2018-08-01,5.517647058823529,11.141176470588235,85
LGA-PHL,2020-01-01,-19.07920792079208,-3.277227722772277,101
LGA-PIT,2018-08-01,8.4070796460177,15.517751479289942,339
LGA-PIT,2020-01-01,-18.189602446483182,-6.600609756097561,328
LGA-PWM,2018-08-01,9.593582887700535,14.27659574468085,191
LGA-PWM,2020-01-01,-15.76923076923077,-5.1208791208791204,91
LGA-RDU,2018-08-01,18.427807486631018,23.467741935483872,375
LGA-RDU,2020-01-01,-21.270422535211267,-5.445070422535212,355
LGA-RIC,2018-08-01,11.812,15.544,252
LGA-RIC,2020-01-01,-17.560669456066947,-6.545833333333333,240
LGA-ROA,2018-08-01,6.678571428571429,8.642857142857142,28
LGA-ROA,2020-01-01,-19.678571428571427,-4.785714285714286,28
LGA-ROC,2018-08-01,5.713114754098361,8.793388429752065,123
LGA-ROC,2020-01-01,-14.847826086956522,-4.239130434782608,92
LGA-RSW,2018-08-01,23.84269662921348,33.79545454545455,89
LGA-RSW,2020-01-01,-19.141176470588235,-3.0352941176470587,85
LGA-SAV,2018-08-01,9.670731707317072,21.835443037974684,83
LGA-SAV,2020-01-01,-18.224137931034484,-3.9655172413793105,58
LGA-SDF,2018-08-01,5.2,11.496688741721854,151
LGA-SDF,2020-01-01,-20.6697247706422,-6.045871559633028,109
LGA-SRQ,2018-08-01,-8.107142857142858,5.703703703703703,28
LGA-SRQ,2020-01-01,-19.59259259259259,-1.7407407407407407,27
LGA-STL,2018-08-01,12.540059347181009,18.514880952380953,340
LGA-STL,2020-01-01,-20.77090909090909,-2.727272727272727,275
LGA-SYR,2018-08-01,15.00943396226415,16.676190476190477,107
LGA-SYR,2020-01-01,-16.417910447761194,-4.08955223880597,67
LGA-TPA,2018-08-01,20.53370786516854,36.1123595505618,178
LGA-TPA,2020-01-01,-16.179640718562876,-2.6666666666666665,168
LGA-TVC,2018-08-01,11.307692307692308,21.76923076923077,26
LGA-TYS,2018-08-01,8.666666666666666,11.55,42
LGA-TYS,2020-01-01,-24.669642857142858,-5.553571428571429,112
LGA-XNA,2018-08-01,2.6619718309859155,7.828571428571428,71
LGA-XNA,2020-01-01,-25.112903225806452,-5.629032258064516,62
LGB-AUS,2018-08-01,8.0,12.241935483870968,62
LGB-AUS,2020-01-01,-11.518518518518519,-7.037037037037037,27
LGB-BOS,2018-08-01,12.933333333333334,24.193548387096776,31
LGB-BOS,2020-01-01,-14.285714285714286,-6.0,28
LGB-BZN,2020-01-01,-14.0,-6.5,2
LGB-DEN,2018-08-01,-7.5,-0.625,8
LGB-DEN,2020-01-01,-22.75,-1.25,8
LGB-FLL,2018-08-01,6.466666666666667,20.161290322580644,31
LGB-HNL,2018-08-01,-6.67741935483871,9.096774193548388,31
LGB-HNL,2020-01-01,-14.148148148148149,-1.3928571428571428,28
LGB-JFK,2018-08-01,40.85245901639344,40.21311475409836,61
LGB-JFK,2020-01-01,-12.166666666666666,-4.354166666666667,48
LGB-LAS,2018-08-01,14.378698224852071,14.57396449704142,169
LGB-LAS,2020-01-01,-10.792079207920793,-4.316831683168317,202
LGB-OAK,2018-08-01,4.447698744769874,8.94979079497908,239
LGB-OAK,2020-01-01,-11.107954545454545,-3.8238636363636362,176
LGB-PDX,2018-08-01,4.161290322580645,3.3548387096774195,62
LGB-PDX,2020-01-01,-12.481481481481481,-6.185185185185185,27
LGB-PHX,2018-08-01,8.48235294117647,10.823529411764707,85
LGB-PHX,2020-01-01,-7.328947368421052,-4.434210526315789,76
LGB-RNO,2018-08-01,2.4516129032258065,3.3225806451612905,31
LGB-RNO,2020-01-01,-8.517241379310345,-5.482758620689655,29
LGB-SEA,2018-08-01,10.612903225806452,10.548387096774194,62
LGB-SEA,2020-01-01,-6.111111111111111,-6.7407407407407405,27
LGB-SFO,2018-08-01,23.055172413793102,20.23972602739726,146
LGB-SFO,2020-01-01,-11.222222222222221,-4.981481481481482,54
LGB-SJC,2018-08-01,2.122950819672131,3.959016393442623,122
LGB-SJC,2020-01-01,-10.538011695906432,-4.269005847953216,171
LGB-SLC,2018-08-01,7.728110599078341,9.193548387096774,217
LGB-SLC,2020-01-01,-9.432835820895523,-3.9601990049751246,201
LGB-SMF,2018-08-01,0.7338709677419355,2.911290322580645,124
LGB-SMF,2020-01-01,-8.351190476190476,-4.065476190476191,168
LIH-DEN,2018-08-01,-2.3333333333333335,7.032258064516129,31
LIH-DEN,2020-01-01,-13.862068965517242,-6.103448275862069,29
LIH-HNL,2018-08-01,-1.3633540372670807,-3.159937888198758,644
LIH-HNL,2020-01-01,-5.553353658536586,-4.503048780487805,656
LIH-KOA,2018-08-01,-7.659090909090909,-7.340909090909091,44
LIH-KOA,2020-01-01,-1.5217391304347827,-3.3043478260869565,23
LIH-LAX,2018-08-01,7.21578947368421,11.142105263157895,190
LIH-LAX,2020-01-01,-8.54,-2.99,100
LIH-OAK,2018-08-01,6.325581395348837,8.720930232558139,43
LIH-OAK,2020-01-01,-8.022727272727273,0.06818181818181818,44
LIH-OGG,2018-08-01,-2.943548387096774,-5.459677419354839,124
LIH-OGG,2020-01-01,-1.4823529411764707,-2.9529411764705884,85
LIH-PDX,2020-01-01,-10.24,2.08,25
LIH-PHX,2018-08-01,-16.866666666666667,-7.1,30
LIH-PHX,2020-01-01,-9.689655172413794,-5.137931034482759,29
LIH-SAN,2018-08-01,-1.8214285714285714,-1.5,28
LIH-SAN,2020-01-01,-7.352941176470588,5.882352941176471,17
LIH-SEA,2018-08-01,-3.32,1.5066666666666666,75
LIH-SEA,2020-01-01,-18.304347826086957,-2.5217391304347827,69
LIH-SFO,2018-08-01,0.6346153846153846,6.461538461538462,52
LIH-SFO,2020-01-01,-15.1,-4.433333333333334,30
LIH-SJC,2018-08-01,8.346153846153847,5.846153846153846,26
LIH-SJC,2020-01-01,-17.96,-1.04,25
LIT-ATL,2018-08-01,-4.024875621890548,2.427860696517413,201
LIT-ATL,2020-01-01,-12.945652173913043,-4.3621621621621625,185
LIT-CLT,2018-08-01,1.761061946902655,3.5486725663716814,113
LIT-CLT,2020-01-01,-6.99009900990099,-3.4158415841584158,101
LIT-DAL,2018-08-01,-0.6966292134831461,5.224719101123595,89
LIT-DAL,2020-01-01,-7.806451612903226,-1.5,62
LIT-DCA,2018-08-01,-15.451612903225806,-2.161290322580645,31
LIT-DCA,2020-01-01,-15.48,-8.56,25
LIT-DEN,2018-08-01,3.650943396226415,4.775700934579439,107
LIT-DEN,2020-01-01,-16.046511627906977,-2.2790697674418605,43
LIT-DFW,2018-08-01,0.8991596638655462,7.2301255230125525,239
LIT-DFW,2020-01-01,-1.5847953216374269,-3.4502923976608186,171
LIT-DTW,2018-08-01,10.407407407407407,8.88888888888889,27
LIT-HOU,2020-01-01,-13.608695652173912,-2.0434782608695654,23
LIT-IAH,2018-08-01,-2.7167630057803467,1.670520231213873,173
LIT-IAH,2020-01-01,-11.688073394495413,-5.5,110
LIT-LAS,2018-08-01,2.6774193548387095,11.193548387096774,31
LIT-LAS,2020-01-01,-12.962962962962964,-1.7407407407407407,27
LIT-LAX,2018-08-01,-5.5,-2.5,4
LIT-ORD,2018-08-01,12.377142857142857,13.615819209039548,177
LIT-ORD,2020-01-01,-11.235955056179776,-3.6333333333333333,90
LIT-PHX,2018-08-01,2.7857142857142856,9.25,28
LIT-PHX,2020-01-01,-8.0,5.0,1
LIT-SFB,2018-08-01,-0.75,0.25,4
LIT-SFB,2020-01-01,5.0,0.0,2
LIT-STL,2018-08-01,3.086206896551724,6.637931034482759,58
LIT-STL,2020-01-01,-6.5,-2.54,50
LNK-ATL,2018-08-01,-7.75,-4.956521739130435,24
LNK-ATL,2020-01-01,-11.833333333333334,-3.5,18
LNK-DEN,2018-08-01,10.98913043478261,10.380434782608695,92
LNK-DEN,2020-01-01,-13.181818181818182,-7.0,11
LNK-MSP,2018-08-01,5.393258426966292,5.359550561797753,89
LNK-MSP,2020-01-01,-15.515625,-0.8125,64
LNK-ORD,2018-08-01,17.77777777777778,15.28888888888889,90
LNK-ORD,2020-01-01,-12.483870967741936,-3.870967741935484,31
LNY-HNL,2018-08-01,5.51948051948052,2.1623376623376624,154
LRD-DFW,2018-08-01,3.6324786324786325,5.581196581196581,117
LRD-DFW,2020-01-01,-11.021052631578947,-6.0,95
LRD-IAH,2018-08-01,-10.511904761904763,-6.670588235294118,85
LRD-IAH,2020-01-01,-15.666666666666666,-9.209876543209877,81
LRD-LAS,2018-08-01,6.444444444444445,8.88888888888889,9
LRD-LAS,2020-01-01,-4.875,4.875,8
LSE-DTW,2020-01-01,-20.642857142857142,-2.142857142857143,28
LSE-MSP,2018-08-01,-9.876404494382022,-3.730337078651685,89
LSE-MSP,2020-01-01,-18.072727272727274,-2.109090909090909,55
LSE-ORD,2018-08-01,23.955357142857142,23.831858407079647,113
LSE-ORD,2020-01-01,-8.909090909090908,-4.781818181818182,55
LWB-IAD,2018-08-01,23.53846153846154,22.76923076923077,13
LWB-IAD,2020-01-01,-25.333333333333332,-13.0,3
LWB-ORD,2018-08-01,21.821428571428573,30.233333333333334,30
LWB-ORD,2020-01-01,-21.423076923076923,-10.73076923076923,26
LWB-SHD,2018-08-01,64.10344827586206,64.34482758620689,29
LWS-BOI,2018-08-01,-4.909090909090909,-5.545454545454546,22
LWS-SEA,2018-08-01,16.363636363636363,16.136363636363637,44
LWS-SLC,2018-08-01,-6.870967741935484,-2.5806451612903225,62
LWS-SLC,2020-01-01,-18.483870967741936,-5.548387096774194,62
LYH-CLT,2018-08-01,7.797687861271676,16.597701149425287,174
LYH-CLT,2020-01-01,-13.904761904761905,-4.317460317460317,63
MAF-DAL,2018-08-01,1.4929577464788732,4.598591549295775,142
MAF-DAL,2020-01-01,-12.3,-4.630769230769231,130
MAF-DEN,2018-08-01,7.714285714285714,5.989130434782608,92
MAF-DEN,2020-01-01,-12.642857142857142,-5.017857142857143,56
MAF-DFW,2018-08-01,6.262569832402234,10.150837988826815,179
MAF-DFW,2020-01-01,-9.363095238095237,-6.970238095238095,168
MAF-HOU,2018-08-01,-0.14606741573033707,3.741573033707865,89
MAF-HOU,2020-01-01,-10.555555555555555,-4.03030303030303,99
MAF-IAH,2018-08-01,4.5763546798029555,6.0492610837438425,203
MAF-IAH,2020-01-01,-10.727748691099476,-7.052356020942408,191
MAF-LAS,2018-08-01,-3.5142857142857142,1.6571428571428573,35
MAF-LAS,2020-01-01,-14.0,-2.1,30
MAF-PHX,2018-08-01,18.483870967741936,26.258064516129032,31
MAF-PHX,2020-01-01,-7.296296296296297,-6.666666666666667,27
MBS-DTW,2018-08-01,-0.8137931034482758,3.5172413793103448,147
MBS-DTW,2020-01-01,-17.48611111111111,-3.4722222222222223,72
MBS-MSP,2018-08-01,-5.888888888888889,-0.2962962962962963,27
MBS-MSP,2020-01-01,-17.142857142857142,-3.2857142857142856,21
MBS-ORD,2018-08-01,29.642857142857142,27.470588235294116,85
MBS-ORD,2020-01-01,-19.01388888888889,-6.138888888888889,72
MCI-ABQ,2018-08-01,-2.6774193548387095,4.387096774193548,31
MCI-ABQ,2020-01-01,-12.478260869565217,-0.391304347826087,23
MCI-ATL,2018-08-01,-0.9892761394101877,5.2171581769437,373
MCI-ATL,2020-01-01,-11.46351931330472,-2.8497854077253217,233
MCI-AUS,2018-08-01,-5.178571428571429,1.6785714285714286,28
MCI-AUS,2020-01-01,-12.958333333333334,-1.2083333333333333,24
MCI-BNA,2018-08-01,-1.9576271186440677,4.533898305084746,118
MCI-BNA,2020-01-01,-5.47457627118644,-0.5423728813559322,59
MCI-BOS,2018-08-01,4.327102803738318,10.155963302752294,109
MCI-BOS,2020-01-01,-17.081632653061224,-4.6938775510204085,49
MCI-BWI,2018-08-01,5.192771084337349,8.19277108433735,83
MCI-BWI,2020-01-01,-8.488372093023257,-1.6046511627906976,43
MCI-CLT,2018-08-01,-5.327868852459017,-0.6967213114754098,122
MCI-CLT,2020-01-01,-13.805825242718447,-4.310679611650485,103
MCI-CVG,2018-08-01,17.46,18.06,50
MCI-CVG,2020-01-01,-16.15625,-4.34375,32
MCI-DAL,2018-08-01,5.944162436548224,10.282828282828282,198
MCI-DAL,2020-01-01,-10.261904761904763,-1.0178571428571428,168
MCI-DCA,2018-08-01,0.6222222222222222,2.7279411764705883,136
MCI-DCA,2020-01-01,-9.962962962962964,-3.685185185185185,108
MCI-DEN,2018-08-01,1.5869565217391304,7.574519230769231,416
MCI-DEN,2020-01-01,-10.583333333333334,-3.3768115942028984,276
MCI-DFW,2018-08-01,-0.47572815533980584,5.342995169082125,207
MCI-DFW,2020-01-01,-8.41566265060241,-3.5180722891566263,166
MCI-DTW,2018-08-01,-2.931972789115646,4.496598639455782,147
MCI-DTW,2020-01-01,-10.150537634408602,-3.3440860215053765,93
MCI-EWR,2018-08-01,13.390243902439025,12.25609756097561,82
MCI-EWR,2020-01-01,-14.685393258426966,-5.617977528089888,89
MCI-FLL,2018-08-01,3.032258064516129,5.741935483870968,31
MCI-FLL,2020-01-01,-14.175438596491228,-1.7543859649122806,57
MCI-HOU,2018-08-01,5.494252873563219,8.89655172413793,87
MCI-HOU,2020-01-01,-8.708333333333334,-0.5694444444444444,72
MCI-IAD,2018-08-01,20.583333333333332,16.21311475409836,61
MCI-IAD,2020-01-01,-15.071428571428571,-4.285714285714286,42
MCI-IAH,2018-08-01,-1.2026143790849673,-1.026143790849673,153
MCI-IAH,2020-01-01,-12.0,-5.130434782608695,115
MCI-IND,2018-08-01,5.203703703703703,10.962962962962964,54
MCI-IND,2020-01-01,-7.583333333333333,-1.8958333333333333,48
MCI-JAX,2018-08-01,18.6,18.0,5
MCI-LAS,2018-08-01,-5.880794701986755,5.291390728476821,151
MCI-LAS,2020-01-01,-12.2,-0.8648648648648649,111
MCI-LAX,2018-08-01,-6.757225433526012,5.293103448275862,174
MCI-LAX,2020-01-01,-16.356435643564357,-0.5643564356435643,101
MCI-LGA,2018-08-01,11.722972972972974,15.95973154362416,152
MCI-LGA,2020-01-01,-11.040983606557377,-3.819672131147541,122
MCI-MCO,2018-08-01,2.854368932038835,6.742857142857143,105
MCI-MCO,2020-01-01,-9.10204081632653,-1.0510204081632653,98
MCI-MDW,2018-08-01,-0.896,4.444444444444445,252
MCI-MDW,2020-01-01,-8.221518987341772,-0.89937106918239,159
MCI-MIA,2018-08-01,-10.096774193548388,-4.451612903225806,31
MCI-MIA,2020-01-01,-14.25,-4.892857142857143,56
MCI-MKE,2018-08-01,6.222222222222222,9.574074074074074,54
MCI-MKE,2020-01-01,-9.166666666666666,-3.5238095238095237,42
MCI-MSP,2018-08-01,-5.7040358744394615,2.2767857142857144,224
MCI-MSP,2020-01-01,-12.828220858895705,-3.2822085889570554,163
MCI-MSY,2018-08-01,5.828571428571428,6.857142857142857,35
MCI-MSY,2020-01-01,-9.8,-0.5666666666666667,30
MCI-MYR,2018-08-01,86.0,88.25,4
MCI-OAK,2018-08-01,-1.1388888888888888,3.111111111111111,36
MCI-OAK,2020-01-01,-14.307692307692308,-0.6923076923076923,26
MCI-ORD,2018-08-01,9.85,12.263157894736842,361
MCI-ORD,2020-01-01,-12.484444444444444,-3.7168141592920354,226
MCI-PDX,2018-08-01,-0.3064516129032258,3.4193548387096775,62
MCI-PDX,2020-01-01,-6.833333333333333,-5.833333333333333,6
MCI-PGD,2018-08-01,-6.0,0.0,9
MCI-PGD,2020-01-01,2.0,-0.8,5
MCI-PHL,2018-08-01,4.795918367346939,8.408163265306122,98
MCI-PHL,2020-01-01,-15.565217391304348,-3.630434782608696,46
MCI-PHX,2018-08-01,-2.7365269461077846,5.319767441860465,172
MCI-PHX,2020-01-01,-15.044871794871796,-1.0833333333333333,156
MCI-PIE,2018-08-01,86.5,89.5,4
MCI-PNS,2018-08-01,-10.0,-3.5,2
MCI-RDU,2018-08-01,6.125,9.0,48
MCI-RDU,2020-01-01,-10.6,-2.15,20
MCI-RSW,2018-08-01,9.0,12.0,1
MCI-RSW,2020-01-01,-6.5,-0.7,20
MCI-SAN,2018-08-01,-3.784090909090909,3.404494382022472,89
MCI-SAN,2020-01-01,-18.13953488372093,-0.11627906976744186,43
MCI-SAT,2018-08-01,-2.225806451612903,7.354838709677419,31
MCI-SAT,2020-01-01,-10.0,1.9583333333333333,24
MCI-SEA,2018-08-01,0.4274193548387097,2.620967741935484,124
MCI-SEA,2020-01-01,-14.112676056338028,-5.28169014084507,71
MCI-SFB,2018-08-01,7.0,14.0,4
MCI-SFO,2018-08-01,14.741573033707866,19.707865168539325,89
MCI-SFO,2020-01-01,-19.16,-0.72,25
MCI-SLC,2018-08-01,-0.5568181818181818,1.1022727272727273,88
MCI-SLC,2020-01-01,-7.466666666666667,-1.8333333333333333,60
MCI-STL,2018-08-01,1.0,3.4864864864864864,111
MCI-STL,2020-01-01,-6.67816091954023,0.3563218390804598,87
MCI-TPA,2018-08-01,5.705882352941177,8.117647058823529,34
MCI-TPA,2020-01-01,-5.666666666666667,2.0,33
MCI-VPS,2018-08-01,-10.416666666666666,-7.166666666666667,12
MCO-ABQ,2018-08-01,33.916666666666664,26.0,12
MCO-ACY,2018-08-01,24.033333333333335,26.59016393442623,61
MCO-ACY,2020-01-01,-6.553571428571429,-1.5892857142857142,56
MCO-ALB,2018-08-01,-0.2727272727272727,4.090909090909091,66
MCO-ALB,2020-01-01,-11.01923076923077,-2.8653846153846154,104
MCO-ATL,2018-08-01,4.65438373570521,10.134688691232528,787
MCO-ATL,2020-01-01,-9.925575101488498,-1.4046008119079838,739
MCO-AUS,2018-08-01,0.5294117647058824,7.6,85
MCO-AUS,2020-01-01,-6.450381679389313,-1.213740458015267,131
MCO-AVL,2020-01-01,-7.904761904761905,-3.619047619047619,21
MCO-BDL,2018-08-01,16.028985507246375,17.333333333333332,207
MCO-BDL,2020-01-01,-9.495238095238095,-2.361904761904762,210
MCO-BHM,2018-08-01,8.3,9.96,50
MCO-BHM,2020-01-01,-5.327586206896552,0.41379310344827586,58
MCO-BMI,2020-01-01,-22.6,-10.4,10
MCO-BNA,2018-08-01,9.536,13.198412698412698,126
MCO-BNA,2020-01-01,-9.223958333333334,0.39378238341968913,193
MCO-BOS,2018-08-01,32.17445482866044,30.888198757763973,322
MCO-BOS,2020-01-01,-10.072289156626505,-3.975975975975976,333
MCO-BQN,2018-08-01,11.311111111111112,15.11111111111111,45
MCO-BQN,2020-01-01,-8.457627118644067,-2.983050847457627,59
MCO-BTV,2020-01-01,-18.2,-8.1,10
MCO-BUF,2018-08-01,10.678571428571429,14.4,140
MCO-BUF,2020-01-01,-11.76923076923077,-3.1794871794871793,117
MCO-BWI,2018-08-01,15.249221183800623,19.748447204968944,322
MCO-BWI,2020-01-01,-10.652061855670103,-0.6752577319587629,388
MCO-CAK,2018-08-01,13.806451612903226,15.290322580645162,31
MCO-CAK,2020-01-01,-8.833333333333334,-2.611111111111111,18
MCO-CLE,2018-08-01,16.02,19.74,100
MCO-CLE,2020-01-01,-12.763358778625955,-2.5454545454545454,132
MCO-CLT,2018-08-01,14.791808873720136,18.07508532423208,293
MCO-CLT,2020-01-01,-7.085043988269795,-3.026392961876833,341
MCO-CMH,2018-08-01,11.327272727272728,13.718181818181819,110
MCO-CMH,2020-01-01,-9.738853503184714,-1.1592356687898089,157
MCO-COS,2018-08-01,10.764705882352942,26.529411764705884,17
MCO-COS,2020-01-01,-21.09090909090909,-2.8181818181818183,11
MCO-CVG,2018-08-01,28.68235294117647,37.23529411764706,85
MCO-CVG,2020-01-01,-8.584745762711865,-4.406779661016949,118
MCO-DAL,2018-08-01,2.99,8.82,100
MCO-DAL,2020-01-01,-7.065693430656935,0.463768115942029,138
MCO-DCA,2018-08-01,19.115755627009648,21.84565916398714,311
MCO-DCA,2020-01-01,-10.56271186440678,-3.454237288135593,295
MCO-DEN,2018-08-01,17.186147186147185,21.77777777777778,234
MCO-DEN,2020-01-01,-9.397887323943662,-0.5422535211267606,284
MCO-DFW,2018-08-01,12.191011235955056,17.058659217877096,358
MCO-DFW,2020-01-01,-8.042345276872965,-2.8478964401294498,309
MCO-DSM,2018-08-01,20.384615384615383,41.69230769230769,13
MCO-DSM,2020-01-01,-16.545454545454547,-4.2727272727272725,11
MCO-DTW,2018-08-01,5.045138888888889,14.34375,288
MCO-DTW,2020-01-01,-10.397394136807817,-1.771986970684039,307
MCO-EWR,2018-08-01,37.529411764705884,36.205504587155964,545
MCO-EWR,2020-01-01,-9.927565392354126,-3.058350100603622,497
MCO-FLL,2018-08-01,8.062200956937799,14.913875598086124,209
MCO-FLL,2020-01-01,-7.609756097560975,1.4435483870967742,124
MCO-GRB,2020-01-01,-2.8181818181818183,-9.818181818181818,11
MCO-GRR,2018-08-01,25.76923076923077,16.846153846153847,13
MCO-GRR,2020-01-01,-12.35,-2.2,40
MCO-GSO,2020-01-01,-5.375,-1.5,24
MCO-GSP,2020-01-01,-17.75,-4.416666666666667,12
MCO-HOU,2018-08-01,7.0,13.19047619047619,126
MCO-HOU,2020-01-01,-7.754237288135593,1.61864406779661,118
MCO-HPN,2018-08-01,26.683333333333334,27.216666666666665,120
MCO-HPN,2020-01-01,-9.546666666666667,-4.453333333333333,75
MCO-HSV,2020-01-01,-10.125,-1.0,8
MCO-IAD,2018-08-01,11.386904761904763,12.732142857142858,168
MCO-IAD,2020-01-01,-11.271604938271604,-3.567901234567901,162
MCO-IAH,2018-08-01,11.943609022556391,13.951127819548873,266
MCO-IAH,2020-01-01,-8.66015625,-2.5525291828793772,257
MCO-IND,2018-08-01,11.672131147540984,16.10655737704918,122
MCO-IND,2020-01-01,-10.89655172413793,-1.4885057471264367,174
MCO-ISP,2018-08-01,24.8130081300813,30.048780487804876,123
MCO-ISP,2020-01-01,-9.372340425531915,-3.2872340425531914,94
MCO-JFK,2018-08-01,36.187066974595844,37.8729792147806,433
MCO-JFK,2020-01-01,-10.84641638225256,-1.336734693877551,294
MCO-LAS,2018-08-01,16.80952380952381,25.865079365079364,126
MCO-LAS,2020-01-01,-11.030927835051546,-0.9484536082474226,97
MCO-LAX,2018-08-01,3.8562091503267975,13.003236245954692,309
MCO-LAX,2020-01-01,-13.864978902953586,-0.569620253164557,237
MCO-LBE,2018-08-01,45.241379310344826,47.827586206896555,29
MCO-LBE,2020-01-01,-7.904761904761905,-3.909090909090909,22
MCO-LGA,2018-08-01,25.645569620253166,32.901898734177216,316
MCO-LGA,2020-01-01,-12.11437908496732,-1.2483660130718954,306
MCO-MCI,2018-08-01,4.504761904761905,11.457142857142857,105
MCO-MCI,2020-01-01,-9.78494623655914,-0.6236559139784946,93
MCO-MDT,2018-08-01,37.875,37.375,8
MCO-MDT,2020-01-01,-11.928571428571429,-3.7142857142857144,14
MCO-MDW,2018-08-01,6.154205607476635,14.07943925233645,214
MCO-MDW,2020-01-01,-9.164835164835164,0.8756756756756757,185
MCO-MEM,2018-08-01,9.30232558139535,15.534883720930232,43
MCO-MEM,2020-01-01,-8.921052631578947,0.6923076923076923,39
MCO-MHT,2018-08-01,11.293103448275861,13.862068965517242,58
MCO-MHT,2020-01-01,-9.220338983050848,-0.6101694915254238,59
MCO-MIA,2018-08-01,11.508196721311476,16.3265306122449,245
MCO-MIA,2020-01-01,-8.646408839779005,-2.6077348066298343,181
MCO-MKE,2018-08-01,-1.8089887640449438,10.235955056179776,89
MCO-MKE,2020-01-01,-8.592592592592593,-1.2407407407407407,108
MCO-MSN,2020-01-01,-13.363636363636363,-6.636363636363637,11
MCO-MSP,2018-08-01,-5.717557251908397,5.53030303030303,132
MCO-MSP,2020-01-01,-12.824390243902439,-1.5902439024390245,205
MCO-MSY,2018-08-01,2.372093023255814,7.728682170542636,129
MCO-MSY,2020-01-01,-7.2773722627737225,-1.5547445255474452,137
MCO-MYR,2020-01-01,-8.125,-6.375,8
MCO-OAK,2018-08-01,-3.4838709677419355,7.096774193548387,31
MCO-OAK,2020-01-01,-10.0,6.75,4
MCO-OKC,2018-08-01,10.23076923076923,28.615384615384617,13
MCO-OKC,2020-01-01,-12.88888888888889,-5.222222222222222,9
MCO-OMA,2018-08-01,13.25,16.65,20
MCO-OMA,2020-01-01,-12.23076923076923,-2.1538461538461537,13
MCO-ONT,2018-08-01,4.45,22.4,20
MCO-ONT,2020-01-01,-12.0,5.0,5
MCO-ORD,2018-08-01,17.75766016713092,19.975342465753425,365
MCO-ORD,2020-01-01,-12.326139088729017,-2.3923444976076556,418
MCO-ORF,2018-08-01,7.380952380952381,10.547619047619047,42
MCO-ORF,2020-01-01,-9.177777777777777,-1.3555555555555556,45
MCO-ORH,2018-08-01,30.24137931034483,30.655172413793103,29
MCO-ORH,2020-01-01,-7.458333333333333,-4.36,25
MCO-PDX,2018-08-01,1.0,17.838709677419356,31
MCO-PDX,2020-01-01,-12.121212121212121,-4.878787878787879,33
MCO-PHL,2018-08-01,22.206388206388205,25.752450980392158,408
MCO-PHL,2020-01-01,-9.769047619047619,-3.3380952380952382,420
MCO-PHX,2018-08-01,11.188118811881187,19.41747572815534,103
MCO-PHX,2020-01-01,-12.00900900900901,-0.1891891891891892,111
MCO-PIT,2018-08-01,8.220689655172414,12.537931034482758,145
MCO-PIT,2020-01-01,-9.3646408839779,-1.419889502762431,181
MCO-PSE,2018-08-01,39.292682926829265,43.170731707317074,41
MCO-PSE,2020-01-01,-7.290322580645161,-3.7096774193548385,31
MCO-PVD,2018-08-01,8.162162162162161,12.763513513513514,148
MCO-PVD,2020-01-01,-8.84472049689441,-2.341614906832298,161
MCO-PWM,2018-08-01,76.75,62.5,8
MCO-PWM,2020-01-01,-5.866666666666666,-5.5,16
MCO-RDU,2018-08-01,1.6193181818181819,11.284090909090908,176
MCO-RDU,2020-01-01,-11.771428571428572,-3.776190476190476,210
MCO-RIC,2018-08-01,14.951612903225806,11.225806451612904,62
MCO-RIC,2020-01-01,-12.618421052631579,-4.9605263157894735,76
MCO-ROC,2018-08-01,-4.451612903225806,2.4838709677419355,31
