route,FL_DATE,avg_arr_delay,avg_dep_delay,flights
DFW-BIS,2020-01-01,-9.880952380952381,-2.380952380952381,42
DFW-BMI,2018-08-01,39.29824561403509,38.70175438596491,57
DFW-BMI,2020-01-01,-8.425531914893616,-3.276595744680851,47
DFW-BNA,2018-08-01,13.8125,15.420833333333333,240
DFW-BNA,2020-01-01,-8.418478260869565,-0.8532608695652174,184
DFW-BOI,2018-08-01,17.02,13.06,50
DFW-BOI,2020-01-01,-10.777777777777779,-1.6111111111111112,72
DFW-BOS,2018-08-01,18.420875420875422,16.949664429530202,298
DFW-BOS,2020-01-01,-10.726708074534162,0.8571428571428571,161
DFW-BPT,2018-08-01,0.3924050632911392,0.6708860759493671,79
DFW-BPT,2020-01-01,-8.451612903225806,-3.4516129032258065,62
DFW-BRO,2018-08-01,12.203703703703704,13.981481481481481,108
DFW-BRO,2020-01-01,-7.126760563380282,-3.887323943661972,71
DFW-BTR,2018-08-01,21.017142857142858,21.59659090909091,176
DFW-BTR,2020-01-01,-6.294117647058823,-2.3865546218487395,119
DFW-BUF,2020-01-01,-7.7727272727272725,-1.4090909090909092,22
DFW-BUR,2020-01-01,-1.697674418604651,-0.06976744186046512,43
DFW-BWI,2018-08-01,12.46896551724138,13.83673469387755,147
DFW-BWI,2020-01-01,-9.956043956043956,0.6483516483516484,91
DFW-BZN,2018-08-01,-2.08,2.74,50
DFW-BZN,2020-01-01,-7.25,0.3125,32
DFW-CAE,2018-08-01,-4.767857142857143,7.982758620689655,58
DFW-CAE,2020-01-01,-4.765625,-1.53125,64
DFW-CHA,2018-08-01,37.08860759493671,36.075949367088604,79
DFW-CHA,2020-01-01,-5.803030303030303,-2.1666666666666665,66
DFW-CHS,2018-08-01,10.4375,13.475,80
DFW-CHS,2020-01-01,-8.4,1.5571428571428572,70
DFW-CID,2018-08-01,3.130434782608696,4.0,92
DFW-CID,2020-01-01,-6.246376811594203,-2.217391304347826,69
DFW-CLE,2018-08-01,28.16025641025641,28.94904458598726,157
DFW-CLE,2020-01-01,-9.0,1.4098360655737705,61
DFW-CLL,2018-08-01,34.81666666666667,30.916666666666668,120
DFW-CLL,2020-01-01,-6.953488372093023,-2.3255813953488373,86
DFW-CLT,2018-08-01,12.083056478405316,15.023255813953488,301
DFW-CLT,2020-01-01,-5.760956175298805,0.5617529880478087,251
DFW-CMH,2018-08-01,20.13013698630137,19.91780821917808,146
DFW-CMH,2020-01-01,-6.258823529411765,-0.4,85
DFW-CMI,2018-08-01,4.049180327868853,5.540983606557377,61
DFW-CMI,2020-01-01,-10.73913043478261,-0.46808510638297873,47
DFW-COS,2018-08-01,20.074626865671643,18.404411764705884,136
DFW-COS,2020-01-01,-7.260162601626016,-1.1219512195121952,123
DFW-COU,2018-08-01,19.835443037974684,18.227848101265824,79
DFW-COU,2020-01-01,-11.89655172413793,12.271186440677965,59
DFW-CRP,2018-08-01,16.79901960784314,19.333333333333332,204
DFW-CRP,2020-01-01,-6.245614035087719,-3.2267441860465116,172
DFW-CVG,2018-08-01,13.009049773755656,14.68918918918919,222
DFW-CVG,2020-01-01,-10.67741935483871,-1.2661290322580645,124
DFW-CYS,2020-01-01,-7.916666666666667,-0.8333333333333334,24
DFW-DAY,2018-08-01,0.10619469026548672,-0.05309734513274336,113
DFW-DAY,2020-01-01,-6.107142857142857,-2.4285714285714284,84
DFW-DCA,2018-08-01,15.819230769230769,18.486590038314176,261
DFW-DCA,2020-01-01,-10.252,0.356,250
DFW-DEN,2018-08-01,13.155206286836934,13.5440313111546,511
DFW-DEN,2020-01-01,-9.251908396946565,-1.7969543147208122,394
DFW-DRO,2018-08-01,15.511111111111111,16.533333333333335,90
DFW-DRO,2020-01-01,-8.9,-3.0142857142857142,70
DFW-DRT,2020-01-01,-7.9375,-2.4375,48
DFW-DSM,2018-08-01,22.660377358490567,20.89622641509434,106
DFW-DSM,2020-01-01,-5.76,-1.9333333333333333,75
DFW-DTW,2018-08-01,11.353591160220995,14.232044198895027,362
DFW-DTW,2020-01-01,-9.1890756302521,-0.8949579831932774,238
DFW-ECP,2018-08-01,13.306451612903226,24.919354838709676,62
DFW-ECP,2020-01-01,-5.5813953488372094,-3.372093023255814,43
DFW-EGE,2018-08-01,-0.6451612903225806,1.7419354838709677,31
DFW-EGE,2020-01-01,-11.157894736842104,-1.5172413793103448,58
DFW-ELP,2018-08-01,19.019011406844108,20.543726235741445,263
DFW-ELP,2020-01-01,-7.482412060301508,-1.6231155778894473,199
DFW-EVV,2018-08-01,30.071428571428573,34.17857142857143,56
DFW-EVV,2020-01-01,-6.214285714285714,-1.6904761904761905,42
DFW-EWR,2018-08-01,18.248344370860927,22.178571428571427,308
DFW-EWR,2020-01-01,-12.903508771929825,-1.6096491228070176,228
DFW-EYW,2018-08-01,5.666666666666667,-5.0,3
DFW-EYW,2020-01-01,-10.290322580645162,-4.032258064516129,31
DFW-FAR,2018-08-01,1.8688524590163935,8.278688524590164,61
DFW-FAR,2020-01-01,-7.78,-1.74,50
DFW-FAT,2018-08-01,20.47142857142857,21.914285714285715,70
DFW-FAT,2020-01-01,-8.631578947368421,0.42105263157894735,57
DFW-FLG,2018-08-01,98.33333333333333,42.666666666666664,3
DFW-FLG,2020-01-01,-26.85185185185185,-3.672727272727273,55
DFW-FLL,2018-08-01,17.03610108303249,18.548736462093864,277
DFW-FLL,2020-01-01,-9.102880658436215,-1.3580246913580247,243
DFW-FSD,2018-08-01,16.916666666666668,16.483333333333334,60
DFW-FSD,2020-01-01,-6.634920634920635,-2.9682539682539684,63
DFW-FSM,2018-08-01,12.582608695652175,11.808695652173913,115
DFW-FSM,2020-01-01,-9.96116504854369,-4.446601941747573,103
DFW-FWA,2018-08-01,30.133333333333333,32.916666666666664,60
DFW-FWA,2020-01-01,-11.421052631578947,-2.7719298245614037,57
DFW-GCK,2018-08-01,-2.1774193548387095,1.6935483870967742,62
DFW-GCK,2020-01-01,-6.866666666666666,-4.866666666666666,45
DFW-GEG,2018-08-01,22.466666666666665,25.57777777777778,45
DFW-GEG,2020-01-01,-7.928571428571429,1.5714285714285714,28
DFW-GGG,2018-08-01,11.2625,8.575,80
DFW-GGG,2020-01-01,-5.104477611940299,-3.029850746268657,67
DFW-GJT,2018-08-01,0.05434782608695652,1.5869565217391304,92
DFW-GJT,2020-01-01,-7.118421052631579,-2.9342105263157894,76
DFW-GNV,2020-01-01,-9.456521739130435,-2.5434782608695654,46
DFW-GPT,2018-08-01,18.976190476190474,20.13095238095238,84
DFW-GPT,2020-01-01,-5.415094339622642,-2.849056603773585,53
DFW-GRI,2018-08-01,4.1891891891891895,2.445945945945946,74
DFW-GRI,2020-01-01,-8.5,-3.25,48
DFW-GRK,2018-08-01,8.507537688442211,9.341708542713567,199
DFW-GRK,2020-01-01,-4.897260273972603,-1.0408163265306123,147
DFW-GRR,2018-08-01,17.2,14.5,60
DFW-GRR,2020-01-01,-9.507246376811594,-1.3333333333333333,69
DFW-GSO,2018-08-01,8.266666666666667,6.053333333333334,75
DFW-GSO,2020-01-01,-7.0256410256410255,-1.5384615384615385,39
DFW-GSP,2018-08-01,14.516129032258064,16.193548387096776,62
DFW-GSP,2020-01-01,-8.524590163934427,-1.7540983606557377,61
DFW-GUC,2020-01-01,-10.481481481481481,-2.5185185185185186,27
DFW-HDN,2020-01-01,-3.4782608695652173,-1.25,24
DFW-HNL,2018-08-01,2.3508771929824563,5.086206896551724,58
DFW-HNL,2020-01-01,-24.12280701754386,-0.07017543859649122,57
DFW-HOU,2018-08-01,14.725888324873097,15.096446700507615,197
DFW-HOU,2020-01-01,-5.626666666666667,-2.9066666666666667,150
DFW-HRL,2020-01-01,-8.267605633802816,-3.352112676056338,71
DFW-HSV,2018-08-01,12.321428571428571,12.564285714285715,140
DFW-HSV,2020-01-01,-6.531531531531532,-3.3873873873873874,111
DFW-IAD,2018-08-01,22.089201877934272,19.981220657276996,213
DFW-IAD,2020-01-01,-8.558620689655172,-0.7862068965517242,145
DFW-IAH,2018-08-01,9.453510436432637,9.75189393939394,528
DFW-IAH,2020-01-01,-7.576441102756892,-1.940149625935162,401
DFW-ICT,2018-08-01,22.74863387978142,25.010928961748633,183
DFW-ICT,2020-01-01,-7.272151898734177,-2.0253164556962027,158
DFW-ILM,2018-08-01,29.0,38.333333333333336,3
DFW-ILM,2020-01-01,-8.636363636363637,-1.7045454545454546,44
DFW-IND,2018-08-01,24.782312925170068,26.45578231292517,147
DFW-IND,2020-01-01,-7.9523809523809526,-0.37142857142857144,105
DFW-JAC,2018-08-01,19.616666666666667,17.666666666666668,60
DFW-JAC,2020-01-01,-8.689655172413794,-2.0,29
DFW-JAN,2018-08-01,10.28735632183908,10.080459770114942,174
DFW-JAN,2020-01-01,-8.35036496350365,-2.028985507246377,138
DFW-JAX,2018-08-01,32.16326530612245,31.405405405405407,148
DFW-JAX,2020-01-01,-6.563025210084033,-1.1764705882352942,119
DFW-JFK,2018-08-01,23.118055555555557,28.204225352112676,145
DFW-JFK,2020-01-01,-15.323529411764707,-1.2156862745098038,102
DFW-JLN,2018-08-01,24.753424657534246,22.315068493150687,73
DFW-JLN,2020-01-01,-8.434782608695652,-1.3043478260869565,46
DFW-KOA,2018-08-01,0.55,8.95,20
DFW-KOA,2020-01-01,-20.238095238095237,-0.3333333333333333,21
DFW-LAS,2018-08-01,11.551724137931034,12.77886977886978,407
DFW-LAS,2020-01-01,-9.205202312138729,-1.1907514450867052,346
DFW-LAW,2018-08-01,25.789915966386555,25.369747899159663,119
DFW-LAW,2020-01-01,-8.132530120481928,-4.226190476190476,84
DFW-LAX,2018-08-01,8.588563458856346,12.536959553695956,717
DFW-LAX,2020-01-01,-11.111570247933884,0.27892561983471076,484
DFW-LBB,2018-08-01,9.875706214689265,9.6045197740113,177
DFW-LBB,2020-01-01,-7.427672955974843,-2.779874213836478,159
DFW-LCH,2018-08-01,6.613636363636363,5.25,88
DFW-LCH,2020-01-01,-9.11111111111111,-3.6825396825396823,63
DFW-LEX,2018-08-01,3.7088607594936707,3.0759493670886076,79
DFW-LEX,2020-01-01,-6.545454545454546,-1.4848484848484849,66
DFW-LFT,2018-08-01,9.264462809917354,8.115702479338843,121
DFW-LFT,2020-01-01,-7.390804597701149,-3.340909090909091,88
DFW-LGA,2018-08-01,13.937984496124031,20.508604206500955,523
DFW-LGA,2020-01-01,-15.279518072289157,-0.9278846153846154,416
DFW-LIT,2018-08-01,5.3125,5.733333333333333,240
DFW-LIT,2020-01-01,-4.938888888888889,-2.098901098901099,182
DFW-LRD,2018-08-01,7.922413793103448,7.52991452991453,117
DFW-LRD,2020-01-01,-5.946236559139785,-3.3010752688172045,93
DFW-MAF,2018-08-01,13.843575418994414,15.466666666666667,180
DFW-MAF,2020-01-01,-7.45398773006135,-3.98159509202454,163
DFW-MCI,2018-08-01,14.564593301435407,14.148325358851675,209
DFW-MCI,2020-01-01,-7.049382716049383,-0.8950617283950617,162
DFW-MCO,2018-08-01,15.50561797752809,15.840782122905027,358
DFW-MCO,2020-01-01,-9.244897959183673,-0.3673469387755102,294
DFW-MDT,2020-01-01,-9.115384615384615,-0.19230769230769232,26
DFW-MEI,2020-01-01,-15.625,-5.458333333333333,24
DFW-MEM,2018-08-01,14.946341463414635,14.692682926829269,205
DFW-MEM,2020-01-01,-7.745664739884393,-1.9017341040462428,173
DFW-MFE,2018-08-01,24.350710900473935,24.47867298578199,211
DFW-MFE,2020-01-01,-6.117647058823529,-1.7908496732026145,153
DFW-MGM,2018-08-01,7.795454545454546,2.397727272727273,88
DFW-MGM,2020-01-01,-7.413793103448276,-3.0689655172413794,58
DFW-MHK,2018-08-01,22.82608695652174,23.347826086956523,92
DFW-MHK,2020-01-01,-7.049180327868853,-3.819672131147541,61
DFW-MIA,2018-08-01,11.917721518987342,15.706624605678233,317
DFW-MIA,2020-01-01,-6.400826446280992,1.3127572016460904,243
DFW-MKE,2018-08-01,20.50862068965517,20.42241379310345,116
DFW-MKE,2020-01-01,-12.59322033898305,-1.1355932203389831,59
DFW-MLI,2018-08-01,17.548387096774192,16.129032258064516,62
DFW-MLI,2020-01-01,-8.974358974358974,-2.9743589743589745,39
DFW-MLU,2018-08-01,12.186046511627907,12.906976744186046,86
DFW-MLU,2020-01-01,-11.324324324324325,-3.6621621621621623,74
DFW-MOB,2018-08-01,15.655172413793103,16.78409090909091,88
DFW-MOB,2020-01-01,-4.618181818181818,-2.890909090909091,55
DFW-MRY,2020-01-01,-13.0,0.6666666666666666,6
DFW-MSN,2018-08-01,4.032967032967033,2.131868131868132,91
DFW-MSN,2020-01-01,-10.462686567164178,-2.4029850746268657,67
DFW-MSO,2018-08-01,-4.258064516129032,5.483870967741935,31
DFW-MSO,2020-01-01,-10.576923076923077,-3.423076923076923,26
DFW-MSP,2018-08-01,8.94890510948905,12.348780487804879,413
DFW-MSP,2020-01-01,-8.726872246696034,-1.7356828193832599,227
DFW-MSY,2018-08-01,12.76734693877551,13.246963562753036,247
DFW-MSY,2020-01-01,-6.450704225352113,-1.6503496503496504,143
DFW-MTJ,2018-08-01,12.73469387755102,12.285714285714286,49
DFW-MTJ,2020-01-01,-6.617647058823529,-1.4705882352941178,34
DFW-MYR,2018-08-01,13.0625,13.5,16
DFW-OAK,2018-08-01,15.987012987012987,16.428571428571427,77
DFW-OGG,2018-08-01,6.18,6.2,50
DFW-OGG,2020-01-01,-20.821428571428573,-0.625,56
DFW-OKC,2018-08-01,13.356060606060606,12.618867924528303,265
DFW-OKC,2020-01-01,-6.82,-1.585,200
DFW-OMA,2018-08-01,13.822033898305085,13.627118644067796,118
DFW-OMA,2020-01-01,-8.488095238095237,-0.9411764705882353,85
DFW-ONT,2018-08-01,15.072727272727272,14.927272727272728,165
DFW-ONT,2020-01-01,-9.691176470588236,0.3722627737226277,137
DFW-ORD,2018-08-01,21.777611940298506,21.388148148148147,675
DFW-ORD,2020-01-01,-11.741735537190083,-0.37448559670781895,486
DFW-ORF,2018-08-01,24.5,23.662337662337663,77
DFW-ORF,2020-01-01,-8.16326530612245,-1.0816326530612246,49
DFW-PBI,2018-08-01,14.557377049180328,15.819672131147541,61
DFW-PBI,2020-01-01,-8.275862068965518,-0.3448275862068966,87
DFW-PDX,2018-08-01,15.032786885245901,15.617486338797814,183
DFW-PDX,2020-01-01,-8.070707070707071,0.4158415841584158,101
DFW-PHL,2018-08-01,19.267100977198698,23.234527687296417,307
DFW-PHL,2020-01-01,-10.301369863013699,1.6073059360730593,219
DFW-PHX,2018-08-01,19.54123711340206,22.307692307692307,390
DFW-PHX,2020-01-01,-8.72668810289389,0.07371794871794872,312
DFW-PIA,2018-08-01,20.516666666666666,19.983333333333334,60
DFW-PIA,2020-01-01,-7.591836734693878,-2.9183673469387754,49
DFW-PIB,2018-08-01,1.6451612903225807,0.6451612903225806,31
DFW-PIB,2020-01-01,-12.588235294117647,-5.7254901960784315,51
DFW-PIT,2018-08-01,17.113095238095237,18.511904761904763,168
DFW-PIT,2020-01-01,-11.0,-0.6179775280898876,89
DFW-PNS,2018-08-01,13.68840579710145,12.492753623188406,138
DFW-PNS,2020-01-01,-6.10091743119266,-3.1376146788990824,109
DFW-PSP,2018-08-01,18.666666666666668,18.19047619047619,42
DFW-PSP,2020-01-01,-5.830985915492958,1.1126760563380282,71
DFW-RAP,2018-08-01,12.311475409836065,15.306451612903226,62
DFW-RAP,2020-01-01,-7.884615384615385,1.150943396226415,53
DFW-RDU,2018-08-01,18.926380368098158,15.54601226993865,163
DFW-RDU,2020-01-01,-12.714285714285714,-0.6339285714285714,112
DFW-RIC,2018-08-01,9.635294117647058,10.325581395348838,86
DFW-RIC,2020-01-01,-12.581395348837209,-1.8837209302325582,43
DFW-RNO,2018-08-01,36.72727272727273,38.61038961038961,77
DFW-RNO,2020-01-01,-9.338235294117647,-1.3623188405797102,69
DFW-ROW,2018-08-01,22.71764705882353,26.25581395348837,86
DFW-ROW,2020-01-01,-11.605263157894736,-5.584415584415584,77
DFW-RSW,2018-08-01,13.814814814814815,11.975308641975309,81
DFW-RSW,2020-01-01,-6.339805825242719,-0.02912621359223301,103
DFW-SAF,2018-08-01,8.197530864197532,9.129411764705882,85
DFW-SAF,2020-01-01,-9.723684210526315,-2.272727272727273,77
DFW-SAN,2018-08-01,17.545454545454547,21.37037037037037,297
DFW-SAN,2020-01-01,-10.256410256410257,0.8112244897959183,196
DFW-SAT,2018-08-01,15.58805031446541,15.19811320754717,318
DFW-SAT,2020-01-01,-8.976744186046512,-0.8269230769230769,260
DFW-SAV,2018-08-01,23.785714285714285,27.514285714285716,70
DFW-SAV,2020-01-01,-5.912280701754386,-1.5789473684210527,57
DFW-SBA,2018-08-01,13.517241379310345,19.24137931034483,29
DFW-SBA,2020-01-01,-11.732142857142858,-0.75,56
DFW-SBN,2018-08-01,5.126984126984127,17.174603174603174,63
DFW-SBN,2020-01-01,-10.083333333333334,-2.2083333333333335,48
DFW-SBP,2020-01-01,-13.94,-0.36,50
DFW-SDF,2018-08-01,28.494444444444444,28.844444444444445,180
DFW-SDF,2020-01-01,-8.929824561403509,-1.5175438596491229,114
DFW-SEA,2018-08-01,15.354312354312354,14.34965034965035,429
DFW-SEA,2020-01-01,-4.048387096774194,0.4838709677419355,186
DFW-SFO,2018-08-01,25.431578947368422,25.610526315789475,380
DFW-SFO,2020-01-01,-11.565836298932384,0.2597864768683274,281
DFW-SGF,2018-08-01,2.7136150234741785,5.389671361502347,213
DFW-SGF,2020-01-01,-7.695906432748538,-2.789473684210526,171
DFW-SGU,2020-01-01,-10.607142857142858,-4.464285714285714,28
DFW-SHV,2018-08-01,10.052631578947368,7.605263157894737,152
DFW-SHV,2020-01-01,-4.443478260869565,-2.608695652173913,115
DFW-SJC,2018-08-01,15.540322580645162,15.564516129032258,124
DFW-SJC,2020-01-01,-8.297872340425531,1.8617021276595744,94
DFW-SJT,2018-08-01,-2.2333333333333334,1.4333333333333333,120
DFW-SJT,2020-01-01,-5.6,-3.790909090909091,110
DFW-SJU,2018-08-01,14.901960784313726,14.156862745098039,51
DFW-SJU,2020-01-01,-14.4,-0.5,40
DFW-SLC,2018-08-01,12.936599423631124,14.305714285714286,350
DFW-SLC,2020-01-01,-5.492307692307692,-0.023076923076923078,260
DFW-SMF,2018-08-01,17.3265306122449,18.224489795918366,147
DFW-SMF,2020-01-01,-8.147368421052631,0.30526315789473685,95
DFW-SNA,2018-08-01,8.182156133828997,7.810408921933085,269
DFW-SNA,2020-01-01,-11.68780487804878,1.1414634146341462,205
DFW-SPI,2018-08-01,5.573770491803279,6.229508196721311,61
DFW-SPI,2020-01-01,-5.840909090909091,-2.477272727272727,44
DFW-SPS,2018-08-01,3.2637362637362637,3.10989010989011,91
DFW-SPS,2020-01-01,-7.097222222222222,-4.541666666666667,72
DFW-SRQ,2020-01-01,-2.625,-1.9375,32
DFW-STL,2018-08-01,19.10047846889952,18.10952380952381,210
DFW-STL,2020-01-01,-7.130434782608695,-2.0372670807453415,161
DFW-STS,2020-01-01,-10.833333333333334,-3.6666666666666665,6
DFW-STT,2020-01-01,-16.0,1.3333333333333333,3
DFW-SUX,2018-08-01,7.580645161290323,3.6129032258064515,31
DFW-SUX,2020-01-01,-7.333333333333333,-1.6666666666666667,24
DFW-SWO,2018-08-01,1.7333333333333334,5.026315789473684,76
DFW-SWO,2020-01-01,-8.03921568627451,-3.3653846153846154,52
DFW-TLH,2018-08-01,6.688524590163935,5.5,62
DFW-TLH,2020-01-01,-7.852941176470588,-3.2753623188405796,69
DFW-TPA,2018-08-01,10.840182648401827,9.222727272727273,220
DFW-TPA,2020-01-01,-7.338541666666667,-1.1855670103092784,194
DFW-TRI,2020-01-01,-12.865384615384615,-3.269230769230769,52
DFW-TUL,2018-08-01,18.275862068965516,17.488636363636363,264
DFW-TUL,2020-01-01,-6.8201058201058204,-1.7407407407407407,189
DFW-TUS,2018-08-01,16.741573033707866,16.837988826815643,179
DFW-TUS,2020-01-01,-6.883435582822086,-0.9141104294478528,163
DFW-TVC,2018-08-01,16.4,16.3,20
DFW-TXK,2018-08-01,1.7413793103448276,0.0,116
DFW-TXK,2020-01-01,-9.373333333333333,-3.8933333333333335,75
DFW-TYR,2018-08-01,8.283333333333333,4.95,120
DFW-TYR,2020-01-01,-4.153846153846154,-3.123809523809524,105
DFW-TYS,2018-08-01,43.88235294117647,42.983193277310924,119
DFW-TYS,2020-01-01,-7.3052631578947365,-1.5263157894736843,95
DFW-VPS,2018-08-01,10.81203007518797,13.421052631578947,133
DFW-VPS,2020-01-01,-7.0,-3.246153846153846,65
DFW-XNA,2018-08-01,3.750915750915751,5.344322344322344,273
DFW-XNA,2020-01-01,-5.405,-1.605,200
DFW-YUM,2020-01-01,-14.75,-3.90625,32
DHN-ATL,2018-08-01,2.725,7.141666666666667,120
DHN-ATL,2020-01-01,-12.84,-1.96,100
DIK-DEN,2018-08-01,6.7924528301886795,9.88679245283019,53
DLG-ANC,2018-08-01,0.5909090909090909,3.409090909090909,22
DLH-MSP,2018-08-01,4.072847682119205,7.509933774834437,151
DLH-MSP,2020-01-01,-11.614678899082568,-0.43119266055045874,109
DLH-ORD,2018-08-01,26.060606060606062,24.525252525252526,99
DLH-ORD,2020-01-01,-10.700934579439252,-5.364485981308412,107
DRO-DEN,2018-08-01,19.72,18.1,200
DRO-DEN,2020-01-01,-13.474747474747474,-6.0606060606060606,99
DRO-DFW,2018-08-01,15.741573033707866,19.744444444444444,90
DRO-DFW,2020-01-01,-7.3088235294117645,-4.130434782608695,69
DRO-IAH,2020-01-01,-17.333333333333332,-8.333333333333334,3
DRO-LAX,2018-08-01,-17.25,-10.25,4
DRO-PHX,2018-08-01,-0.1724137931034483,1.6440677966101696,59
DRO-PHX,2020-01-01,-11.73076923076923,-5.480769230769231,52
DRT-DFW,2020-01-01,-16.0188679245283,-6.037735849056604,53
DSM-ATL,2018-08-01,-0.8571428571428571,4.130434782608695,92
DSM-ATL,2020-01-01,-12.416666666666666,-3.013888888888889,72
DSM-AZA,2018-08-01,16.11111111111111,18.666666666666668,9
DSM-AZA,2020-01-01,-9.4,4.8,5
DSM-CLT,2018-08-01,-1.1764705882352942,0.38372093023255816,86
DSM-CLT,2020-01-01,-4.368421052631579,-1.618421052631579,76
DSM-DCA,2018-08-01,-2.096774193548387,3.5806451612903225,31
DSM-DCA,2020-01-01,-14.931818181818182,-3.6363636363636362,44
DSM-DEN,2018-08-01,5.076470588235294,9.104046242774567,173
DSM-DEN,2020-01-01,-14.446969696969697,-5.287878787878788,132
DSM-DFW,2018-08-01,8.771428571428572,14.735849056603774,106
DSM-DFW,2020-01-01,-10.178082191780822,-2.452054794520548,73
DSM-DTW,2018-08-01,3.2873563218390807,7.0,88
DSM-DTW,2020-01-01,-17.261363636363637,-5.340909090909091,88
DSM-EWR,2018-08-01,10.551724137931034,9.724137931034482,29
DSM-IAH,2018-08-01,6.4,3.2,40
DSM-IAH,2020-01-01,-10.673076923076923,-2.7115384615384617,52
DSM-LAS,2018-08-01,-0.9347826086956522,5.782608695652174,46
DSM-LAS,2020-01-01,-13.837837837837839,-0.5675675675675675,37
DSM-LAX,2018-08-01,-11.75,-2.25,4
DSM-LGA,2018-08-01,8.192307692307692,8.76923076923077,26
DSM-LGA,2020-01-01,-12.217391304347826,-4.3478260869565215,23
DSM-MCO,2018-08-01,73.3076923076923,81.53846153846153,13
DSM-MCO,2020-01-01,-10.333333333333334,-5.166666666666667,12
DSM-MSP,2018-08-01,5.907894736842105,7.6,158
DSM-MSP,2020-01-01,-16.223300970873787,-3.679611650485437,103
DSM-ORD,2018-08-01,18.10810810810811,20.148809523809526,336
DSM-ORD,2020-01-01,-10.157575757575758,-5.078787878787879,165
DSM-PGD,2018-08-01,-9.777777777777779,-5.555555555555555,9
DSM-PGD,2020-01-01,-7.777777777777778,-6.555555555555555,9
DSM-PHL,2018-08-01,14.96551724137931,12.551724137931034,58
DSM-PHL,2020-01-01,-14.461538461538462,-6.346153846153846,26
DSM-PHX,2018-08-01,-6.213114754098361,-1.8524590163934427,61
DSM-PHX,2020-01-01,-12.471428571428572,-2.9,70
DSM-PIE,2018-08-01,-3.272727272727273,-1.2727272727272727,11
DSM-PIE,2020-01-01,-7.0,-9.857142857142858,7
DSM-SFB,2018-08-01,72.63636363636364,74.0,11
DSM-SFB,2020-01-01,-7.666666666666667,-7.666666666666667,9
DSM-SFO,2018-08-01,76.3076923076923,67.6923076923077,13
DSM-SLC,2018-08-01,4.321428571428571,0.4642857142857143,28
DSM-SLC,2020-01-01,-14.055555555555555,-1.7777777777777777,18
DSM-SRQ,2020-01-01,-9.428571428571429,-8.0,7
DSM-STL,2018-08-01,6.603448275862069,8.310344827586206,58
DSM-STL,2020-01-01,-11.826923076923077,-1.0576923076923077,52
DTW-ABE,2018-08-01,12.130952380952381,16.476190476190474,84
DTW-ABE,2020-01-01,-18.453333333333333,1.051948051948052,77
DTW-ALB,2018-08-01,11.508928571428571,17.160714285714285,112
DTW-ALB,2020-01-01,-16.27956989247312,-0.1935483870967742,93
DTW-APN,2018-08-01,1.967741935483871,7.645161290322581,31
DTW-APN,2020-01-01,-20.24,-3.64,25
DTW-ATL,2018-08-01,2.340681362725451,7.42,500
DTW-ATL,2020-01-01,-13.92436974789916,-0.8431372549019608,357
DTW-ATW,2018-08-01,4.222222222222222,8.13888888888889,108
DTW-ATW,2020-01-01,-19.04255319148936,-2.382978723404255,47
DTW-AUS,2018-08-01,1.8095238095238095,13.82857142857143,105
DTW-AUS,2020-01-01,-15.666666666666666,-1.7523809523809524,105
DTW-AVP,2018-08-01,-4.511363636363637,-1.8863636363636365,89
DTW-AVP,2020-01-01,-17.206349206349206,0.7777777777777778,63
DTW-AZO,2018-08-01,10.680555555555555,13.882758620689655,145
DTW-AZO,2020-01-01,-15.02,2.3564356435643563,101
DTW-BDL,2018-08-01,-0.44537815126050423,5.458333333333333,120
DTW-BDL,2020-01-01,-12.965217391304348,-2.1913043478260867,115
DTW-BGM,2018-08-01,9.658823529411764,13.329411764705883,85
DTW-BGM,2020-01-01,-20.791666666666668,22.92,50
DTW-BHM,2018-08-01,0.9325842696629213,9.314606741573034,89
DTW-BHM,2020-01-01,-17.8,0.4,5
DTW-BNA,2018-08-01,8.216450216450216,10.757575757575758,231
DTW-BNA,2020-01-01,-14.336585365853658,-2.0195121951219512,205
DTW-BOS,2018-08-01,16.410764872521245,17.348441926345608,353
DTW-BOS,2020-01-01,-11.704166666666667,-2.779166666666667,240
DTW-BTV,2018-08-01,1.5121951219512195,4.1976744186046515,87
DTW-BTV,2020-01-01,-20.16923076923077,-3.276923076923077,65
DTW-BUF,2018-08-01,2.268965517241379,6.537931034482758,145
DTW-BUF,2020-01-01,-15.98019801980198,-2.0396039603960396,101
DTW-BWI,2018-08-01,9.375,13.827205882352942,272
DTW-BWI,2020-01-01,-15.587628865979381,-3.247422680412371,194
DTW-BZN,2020-01-01,-23.0,3.142857142857143,7
DTW-CAK,2018-08-01,3.9204545454545454,11.235955056179776,89
DTW-CHA,2018-08-01,-7.36734693877551,-0.64,50
DTW-CHA,2020-01-01,-19.829268292682926,-4.439024390243903,41
DTW-CHS,2018-08-01,17.266666666666666,23.416666666666668,60
DTW-CHS,2020-01-01,-23.25,-3.5,4
DTW-CID,2018-08-01,5.739130434782608,10.905172413793103,116
DTW-CID,2020-01-01,-24.608695652173914,-1.9855072463768115,69
DTW-CIU,2018-08-01,-4.7407407407407405,3.4074074074074074,27
DTW-CIU,2020-01-01,-18.25,64.5909090909091,22
DTW-CLE,2018-08-01,9.88,14.874172185430464,151
DTW-CLE,2020-01-01,-17.419642857142858,-2.6339285714285716,112
DTW-CLT,2018-08-01,-1.559077809798271,1.9857549857549857,351
DTW-CLT,2020-01-01,-13.08955223880597,-3.7769516728624537,269
