route,FL_DATE,flights
MDT-MYR,2018-08-01,9
MDT-ORD,2018-08-01,173
MDT-ORD,2020-01-01,94
MDT-PGD,2018-08-01,9
MDT-PGD,2020-01-01,10
MDT-PHL,2018-08-01,166
MDT-PIE,2018-08-01,14
MDT-PIE,2020-01-01,10
MDT-RDU,2018-08-01,9
MDT-SFB,2018-08-01,15
MDT-SFB,2020-01-01,19
MDT-SRQ,2020-01-01,6
MDW-ABQ,2018-08-01,64
MDW-ABQ,2020-01-01,33
MDW-ALB,2018-08-01,62
MDW-ALB,2020-01-01,42
MDW-ATL,2018-08-01,386
MDW-ATL,2020-01-01,279
MDW-AUS,2018-08-01,89
MDW-AUS,2020-01-01,59
MDW-BDL,2018-08-01,93
MDW-BDL,2020-01-01,49
MDW-BHM,2018-08-01,59
MDW-BHM,2020-01-01,42
MDW-BNA,2018-08-01,207
MDW-BNA,2020-01-01,154
MDW-BOI,2018-08-01,9
MDW-BOS,2018-08-01,156
MDW-BOS,2020-01-01,82
MDW-BUF,2018-08-01,98
MDW-BUF,2020-01-01,53
MDW-BUR,2020-01-01,26
MDW-BWI,2018-08-01,199
MDW-BWI,2020-01-01,133
MDW-CHS,2018-08-01,62
MDW-CHS,2020-01-01,30
MDW-CLE,2018-08-01,165
MDW-CLE,2020-01-01,101
MDW-CLT,2018-08-01,79
MDW-CLT,2020-01-01,51
MDW-CMH,2018-08-01,192
MDW-CMH,2020-01-01,107
MDW-CVG,2018-08-01,143
MDW-CVG,2020-01-01,90
MDW-DAL,2018-08-01,211
MDW-DAL,2020-01-01,177
MDW-DCA,2018-08-01,176
MDW-DCA,2020-01-01,150
MDW-DEN,2018-08-01,271
MDW-DEN,2020-01-01,197
MDW-DTW,2018-08-01,252
MDW-DTW,2020-01-01,181
MDW-ECP,2018-08-01,4
MDW-EWR,2018-08-01,158
MDW-FLL,2018-08-01,105
MDW-FLL,2020-01-01,123
MDW-GEG,2018-08-01,6
MDW-GRR,2018-08-01,89
MDW-GRR,2020-01-01,68
MDW-HOU,2018-08-01,187
MDW-HOU,2020-01-01,144
MDW-IND,2018-08-01,53
MDW-IND,2020-01-01,26
MDW-JAX,2018-08-01,32
MDW-JAX,2020-01-01,29
MDW-LAS,2018-08-01,272
MDW-LAS,2020-01-01,166
MDW-LAX,2018-08-01,162
MDW-LAX,2020-01-01,129
MDW-LGA,2018-08-01,171
MDW-LGA,2020-01-01,141
MDW-MCI,2018-08-01,250
MDW-MCI,2020-01-01,168
MDW-MCO,2018-08-01,211
MDW-MCO,2020-01-01,178
MDW-MEM,2018-08-01,58
MDW-MEM,2020-01-01,45
MDW-MHT,2018-08-01,83
MDW-MHT,2020-01-01,28
MDW-MSP,2018-08-01,425
MDW-MSP,2020-01-01,284
MDW-MSY,2018-08-01,91
MDW-MSY,2020-01-01,69
MDW-OAK,2018-08-01,118
MDW-OAK,2020-01-01,35
MDW-OKC,2018-08-01,31
MDW-OKC,2020-01-01,11
MDW-OMA,2018-08-01,155
MDW-OMA,2020-01-01,92
MDW-ONT,2018-08-01,31
MDW-ONT,2020-01-01,24
MDW-ORF,2018-08-01,61
MDW-ORF,2020-01-01,26
MDW-PDX,2018-08-01,86
MDW-PDX,2020-01-01,27
MDW-PHL,2018-08-01,164
MDW-PHL,2020-01-01,96
MDW-PHX,2018-08-01,212
MDW-PHX,2020-01-01,153
MDW-PIT,2018-08-01,143
MDW-PIT,2020-01-01,111
MDW-PNS,2018-08-01,6
MDW-PVD,2018-08-01,89
MDW-PVD,2020-01-01,34
MDW-PWM,2018-08-01,4
MDW-RDU,2018-08-01,95
MDW-RDU,2020-01-01,76
MDW-RNO,2018-08-01,32
MDW-RSW,2018-08-01,70
MDW-RSW,2020-01-01,91
MDW-SAN,2018-08-01,123
MDW-SAN,2020-01-01,84
MDW-SAT,2018-08-01,70
MDW-SAT,2020-01-01,46
MDW-SDF,2018-08-01,114
MDW-SDF,2020-01-01,76
MDW-SEA,2018-08-01,102
MDW-SEA,2020-01-01,40
MDW-SFO,2018-08-01,88
MDW-SFO,2020-01-01,38
MDW-SJC,2018-08-01,35
MDW-SJC,2020-01-01,32
MDW-SJU,2018-08-01,31
MDW-SJU,2020-01-01,8
MDW-SLC,2018-08-01,65
MDW-SLC,2020-01-01,47
MDW-SMF,2018-08-01,40
MDW-SMF,2020-01-01,27
MDW-SNA,2018-08-01,31
MDW-STL,2018-08-01,223
MDW-STL,2020-01-01,159
MDW-TPA,2018-08-01,112
MDW-TPA,2020-01-01,105
MDW-TUS,2018-08-01,31
MDW-TUS,2020-01-01,19
MEI-DFW,2018-08-01,31
MEI-DFW,2020-01-01,23
MEI-ORD,2018-08-01,31
MEI-ORD,2020-01-01,23
MEI-PIB,2018-08-01,31
MEM-ATL,2018-08-01,300
MEM-ATL,2020-01-01,261
MEM-AUS,2018-08-01,4
MEM-BWI,2018-08-01,34
MEM-BWI,2020-01-01,29
MEM-CLT,2018-08-01,178
MEM-CLT,2020-01-01,151
MEM-DAL,2018-08-01,36
MEM-DAL,2020-01-01,54
MEM-DCA,2018-08-01,85
MEM-DCA,2020-01-01,75
MEM-DEN,2018-08-01,80
MEM-DEN,2020-01-01,94
MEM-DFW,2018-08-01,206
MEM-DFW,2020-01-01,179
MEM-DTW,2018-08-01,84
MEM-DTW,2020-01-01,61
MEM-EWR,2018-08-01,80
MEM-EWR,2020-01-01,70
MEM-FLL,2018-08-01,9
MEM-FLL,2020-01-01,7
MEM-HOU,2018-08-01,57
MEM-HOU,2020-01-01,52
MEM-IAH,2018-08-01,151
MEM-IAH,2020-01-01,121
MEM-LAS,2018-08-01,27
MEM-LAS,2020-01-01,8
MEM-LAX,2018-08-01,36
MEM-LAX,2020-01-01,34
MEM-LGA,2018-08-01,103
MEM-LGA,2020-01-01,97
MEM-MCO,2018-08-01,42
MEM-MCO,2020-01-01,42
MEM-MDW,2018-08-01,58
MEM-MDW,2020-01-01,51
MEM-MIA,2018-08-01,31
MEM-MIA,2020-01-01,54
MEM-MSP,2018-08-01,92
MEM-MSP,2020-01-01,76
MEM-OAK,2018-08-01,7
MEM-ORD,2018-08-01,235
MEM-ORD,2020-01-01,122
MEM-PGD,2020-01-01,7
MEM-PHL,2018-08-01,86
MEM-PHL,2020-01-01,59
MEM-PHX,2018-08-01,61
MEM-PHX,2020-01-01,56
MEM-PIE,2018-08-01,4
MEM-PIE,2020-01-01,9
MEM-SAT,2018-08-01,6
MEM-SFB,2018-08-01,9
MEM-SFB,2020-01-01,8
MEM-TPA,2018-08-01,29
MEM-TPA,2020-01-01,32
MEM-VPS,2018-08-01,9
MFE-AZA,2020-01-01,6
MFE-DFW,2018-08-01,209
MFE-DFW,2020-01-01,166
MFE-IAH,2018-08-01,171
MFE-IAH,2020-01-01,188
MFE-LAS,2018-08-01,26
MFE-LAS,2020-01-01,30
MFE-LAX,2018-08-01,4
MFE-SFB,2018-08-01,7
MFE-SFB,2020-01-01,2
MFR-AZA,2018-08-01,4
MFR-DEN,2018-08-01,65
MFR-DEN,2020-01-01,33
MFR-LAS,2018-08-01,9
MFR-LAS,2020-01-01,7
MFR-LAX,2018-08-01,95
MFR-LAX,2020-01-01,84
MFR-PDX,2018-08-01,179
MFR-PHX,2018-08-01,29
MFR-PHX,2020-01-01,28
MFR-SEA,2018-08-01,174
MFR-SEA,2020-01-01,1
MFR-SFO,2018-08-01,133
MFR-SFO,2020-01-01,97
MFR-SLC,2018-08-01,52
MFR-SLC,2020-01-01,57
MGM-ATL,2018-08-01,203
MGM-ATL,2020-01-01,159
MGM-CLT,2018-08-01,81
MGM-DCA,2018-08-01,27
MGM-DCA,2020-01-01,21
MGM-DFW,2018-08-01,88
MGM-DFW,2020-01-01,58
MHK-DFW,2018-08-01,91
MHK-DFW,2020-01-01,66
MHK-ORD,2018-08-01,65
MHK-ORD,2020-01-01,47
MHT-ATL,2018-08-01,31
MHT-BWI,2018-08-01,180
MHT-BWI,2020-01-01,122
MHT-CLT,2018-08-01,109
MHT-CLT,2020-01-01,85
MHT-DCA,2018-08-01,91
MHT-DCA,2020-01-01,85
MHT-DTW,2018-08-01,88
MHT-DTW,2020-01-01,45
MHT-EWR,2018-08-01,81
MHT-IAD,2020-01-01,6
MHT-LGA,2018-08-01,27
MHT-LGA,2020-01-01,20
MHT-MCO,2018-08-01,58
MHT-MCO,2020-01-01,59
MHT-MDW,2018-08-01,83
MHT-MDW,2020-01-01,28
MHT-ORD,2018-08-01,93
MHT-ORD,2020-01-01,22
MHT-PHL,2018-08-01,170
MHT-TPA,2018-08-01,33
MHT-TPA,2020-01-01,32
MIA-ATL,2018-08-01,556
MIA-ATL,2020-01-01,486
MIA-AUS,2018-08-01,82
MIA-AUS,2020-01-01,75
MIA-BDL,2018-08-01,28
MIA-BDL,2020-01-01,36
MIA-BHM,2018-08-01,61
MIA-BHM,2020-01-01,53
MIA-BNA,2018-08-01,92
MIA-BNA,2020-01-01,57
MIA-BOS,2018-08-01,204
MIA-BOS,2020-01-01,272
MIA-BWI,2018-08-01,81
MIA-BWI,2020-01-01,59
MIA-CAE,2020-01-01,29
MIA-CHS,2018-08-01,90
MIA-CHS,2020-01-01,84
MIA-CLE,2018-08-01,80
MIA-CLE,2020-01-01,90
MIA-CLT,2018-08-01,207
MIA-CLT,2020-01-01,239
MIA-CMH,2018-08-01,91
MIA-CMH,2020-01-01,78
MIA-CVG,2018-08-01,92
MIA-CVG,2020-01-01,97
MIA-DCA,2018-08-01,273
MIA-DCA,2020-01-01,249
MIA-DEN,2018-08-01,113
MIA-DEN,2020-01-01,119
MIA-DFW,2018-08-01,316
MIA-DFW,2020-01-01,270
MIA-DTW,2018-08-01,140
MIA-DTW,2020-01-01,125
MIA-EGE,2020-01-01,20
MIA-EWR,2018-08-01,198
MIA-EWR,2020-01-01,306
MIA-EYW,2018-08-01,123
MIA-EYW,2020-01-01,112
MIA-GNV,2018-08-01,54
MIA-GNV,2020-01-01,47
MIA-GRR,2020-01-01,20
MIA-GSO,2018-08-01,31
MIA-GSO,2020-01-01,46
MIA-GSP,2020-01-01,42
MIA-IAD,2018-08-01,61
MIA-IAD,2020-01-01,53
MIA-IAH,2018-08-01,252
MIA-IAH,2020-01-01,212
MIA-IND,2018-08-01,89
MIA-IND,2020-01-01,85
MIA-JAX,2018-08-01,146
MIA-JAX,2020-01-01,122
MIA-JFK,2018-08-01,304
MIA-JFK,2020-01-01,288
MIA-LAS,2018-08-01,92
MIA-LAS,2020-01-01,106
MIA-LAX,2018-08-01,258
MIA-LAX,2020-01-01,194
MIA-LGA,2018-08-01,504
MIA-LGA,2020-01-01,425
MIA-MCI,2018-08-01,31
MIA-MCI,2020-01-01,55
MIA-MCO,2018-08-01,245
MIA-MCO,2020-01-01,170
MIA-MEM,2018-08-01,31
MIA-MEM,2020-01-01,52
MIA-MSP,2018-08-01,120
MIA-MSP,2020-01-01,120
MIA-MSY,2018-08-01,122
MIA-MSY,2020-01-01,107
MIA-OKC,2020-01-01,27
MIA-OMA,2018-08-01,20
MIA-OMA,2020-01-01,18
MIA-ORD,2018-08-01,367
MIA-ORD,2020-01-01,360
MIA-ORF,2018-08-01,93
MIA-ORF,2020-01-01,72
MIA-PHL,2018-08-01,190
MIA-PHL,2020-01-01,171
MIA-PHX,2018-08-01,94
MIA-PHX,2020-01-01,108
MIA-PIT,2018-08-01,62
MIA-PIT,2020-01-01,84
MIA-PNS,2018-08-01,92
MIA-PNS,2020-01-01,79
MIA-RDU,2018-08-01,92
MIA-RDU,2020-01-01,120
MIA-RIC,2018-08-01,61
MIA-RIC,2020-01-01,51
MIA-SAN,2018-08-01,31
MIA-SAN,2020-01-01,28
MIA-SAT,2018-08-01,29
MIA-SAT,2020-01-01,54
MIA-SAV,2018-08-01,31
MIA-SAV,2020-01-01,53
MIA-SDF,2018-08-01,31
MIA-SDF,2020-01-01,63
MIA-SEA,2018-08-01,51
MIA-SEA,2020-01-01,30
MIA-SFO,2018-08-01,155
MIA-SFO,2020-01-01,109
MIA-SJC,2020-01-01,1
MIA-SJU,2018-08-01,153
MIA-SJU,2020-01-01,176
MIA-STL,2018-08-01,84
MIA-STL,2020-01-01,83
MIA-STT,2018-08-01,62
MIA-STT,2020-01-01,82
MIA-STX,2018-08-01,51
MIA-STX,2020-01-01,57
MIA-TLH,2018-08-01,112
MIA-TLH,2020-01-01,92
MIA-TPA,2018-08-01,178
MIA-TPA,2020-01-01,142
MIA-TUL,2018-08-01,3
MIA-TYS,2020-01-01,51
MIA-XNA,2020-01-01,29
MKE-ATL,2018-08-01,290
MKE-ATL,2020-01-01,222
MKE-AUS,2018-08-01,14
MKE-BNA,2018-08-01,59
MKE-BNA,2020-01-01,51
MKE-BOS,2018-08-01,109
MKE-BOS,2020-01-01,52
MKE-BWI,2018-08-01,82
MKE-BWI,2020-01-01,55
MKE-CLE,2018-08-01,55
MKE-CLE,2020-01-01,26
MKE-CLT,2018-08-01,143
MKE-CLT,2020-01-01,120
MKE-CVG,2018-08-01,27
MKE-DAL,2020-01-01,27
MKE-DCA,2018-08-01,55
MKE-DCA,2020-01-01,46
MKE-DEN,2018-08-01,208
MKE-DEN,2020-01-01,144
MKE-DFW,2018-08-01,116
MKE-DFW,2020-01-01,54
MKE-DTW,2018-08-01,196
MKE-DTW,2020-01-01,122
MKE-EWR,2018-08-01,96
MKE-EWR,2020-01-01,38
MKE-FLL,2020-01-01,29
MKE-HOU,2018-08-01,31
MKE-HOU,2020-01-01,23
MKE-IAH,2018-08-01,58
MKE-IAH,2020-01-01,48
MKE-JAX,2018-08-01,5
MKE-LAS,2018-08-01,83
MKE-LAS,2020-01-01,87
MKE-LAX,2018-08-01,31
MKE-LAX,2020-01-01,3
MKE-LGA,2018-08-01,191
MKE-LGA,2020-01-01,156
MKE-MCI,2018-08-01,54
MKE-MCI,2020-01-01,26
MKE-MCO,2018-08-01,88
MKE-MCO,2020-01-01,106
MKE-MSP,2018-08-01,171
MKE-MSP,2020-01-01,138
MKE-ORD,2018-08-01,412
MKE-ORD,2020-01-01,105
MKE-PDX,2018-08-01,25
MKE-PGD,2018-08-01,4
MKE-PHL,2018-08-01,147
MKE-PHX,2018-08-01,115
MKE-PHX,2020-01-01,140
MKE-PIE,2018-08-01,9
MKE-RDU,2018-08-01,12
MKE-RSW,2020-01-01,66
MKE-SAN,2018-08-01,14
MKE-SEA,2018-08-01,90
MKE-SEA,2020-01-01,42
MKE-SFB,2018-08-01,4
MKE-SFO,2018-08-01,6
MKE-SLC,2018-08-01,28
MKE-SLC,2020-01-01,22
MKE-STL,2018-08-01,57
MKE-STL,2020-01-01,50
MKE-TPA,2018-08-01,6
MKE-TPA,2020-01-01,55
MKG-ORD,2018-08-01,59
MKG-ORD,2020-01-01,42
MKK-HNL,2018-08-01,87
MLB-ATL,2018-08-01,122
MLB-ATL,2020-01-01,130
MLB-CLT,2018-08-01,72
MLB-CLT,2020-01-01,82
MLB-PHL,2020-01-01,25
MLI-ATL,2018-08-01,91
MLI-ATL,2020-01-01,68
MLI-AZA,2018-08-01,6
MLI-AZA,2020-01-01,7
MLI-DEN,2018-08-01,54
MLI-DFW,2018-08-01,62
MLI-DFW,2020-01-01,44
MLI-DTW,2018-08-01,58
MLI-DTW,2020-01-01,41
MLI-LAS,2018-08-01,9
MLI-LAS,2020-01-01,7
MLI-MSP,2018-08-01,55
MLI-MSP,2020-01-01,28
MLI-ORD,2018-08-01,193
MLI-ORD,2020-01-01,93
MLI-PGD,2018-08-01,4
MLI-PGD,2020-01-01,7
MLI-PIE,2018-08-01,9
MLI-PIE,2020-01-01,4
MLI-SFB,2018-08-01,4
MLI-SFB,2020-01-01,6
MLU-ATL,2018-08-01,115
MLU-ATL,2020-01-01,100
MLU-DFW,2018-08-01,87
MLU-DFW,2020-01-01,71
MLU-IAH,2018-08-01,88
MLU-IAH,2020-01-01,55
MMH-DEN,2020-01-01,24
MMH-LAX,2018-08-01,30
MMH-LAX,2020-01-01,25
MMH-SFO,2020-01-01,19
MOB-ATL,2018-08-01,224
MOB-ATL,2020-01-01,168
MOB-CLT,2018-08-01,113
MOB-CLT,2020-01-01,2
MOB-DFW,2018-08-01,87
MOB-DFW,2020-01-01,52
MOB-IAH,2018-08-01,126
MOB-IAH,2020-01-01,123
MOB-ORD,2018-08-01,31
MOT-AZA,2018-08-01,9
MOT-AZA,2020-01-01,9
MOT-DEN,2018-08-01,62
MOT-DEN,2020-01-01,43
MOT-LAS,2018-08-01,11
MOT-LAS,2020-01-01,13
MOT-MSP,2018-08-01,154
MOT-MSP,2020-01-01,101
MQT-DTW,2018-08-01,50
MQT-DTW,2020-01-01,25
MQT-MSP,2018-08-01,28
MQT-MSP,2020-01-01,22
MQT-ORD,2018-08-01,46
MQT-ORD,2020-01-01,17
MRY-DEN,2020-01-01,5
MRY-DFW,2020-01-01,6
MRY-LAS,2018-08-01,9
MRY-LAS,2020-01-01,6
MRY-LAX,2018-08-01,140
MRY-LAX,2020-01-01,101
MRY-PHX,2018-08-01,86
MRY-PHX,2020-01-01,99
MRY-SAN,2018-08-01,31
MRY-SAN,2020-01-01,28
MRY-SFO,2018-08-01,59
MRY-SFO,2020-01-01,51
MSN-ATL,2018-08-01,116
MSN-ATL,2020-01-01,75
MSN-BNA,2018-08-01,2
MSN-BOS,2018-08-01,2
MSN-CLE,2018-08-01,2
MSN-CLT,2018-08-01,64
MSN-CLT,2020-01-01,69
MSN-DCA,2018-08-01,26
MSN-DCA,2020-01-01,20
MSN-DEN,2018-08-01,76
MSN-DEN,2020-01-01,60
MSN-DFW,2018-08-01,91
MSN-DFW,2020-01-01,65
MSN-DTW,2018-08-01,173
MSN-DTW,2020-01-01,84
MSN-EWR,2018-08-01,56
MSN-EWR,2020-01-01,10
MSN-IAD,2018-08-01,2
MSN-IAH,2018-08-01,2
MSN-LAS,2018-08-01,13
MSN-LAS,2020-01-01,7
MSN-LAX,2018-08-01,1
MSN-LAX,2020-01-01,23
MSN-LGA,2018-08-01,70
MSN-LGA,2020-01-01,60
MSN-MCO,2020-01-01,10
MSN-MSP,2018-08-01,174
MSN-MSP,2020-01-01,137
MSN-ORD,2018-08-01,432
MSN-ORD,2020-01-01,175
MSN-PHL,2018-08-01,73
MSN-PHL,2020-01-01,43
MSN-PHX,2020-01-01,34
MSN-RDU,2018-08-01,2
MSN-SEA,2018-08-01,1
MSN-SFO,2018-08-01,30
MSN-SFO,2020-01-01,26
MSN-SLC,2018-08-01,29
MSN-SLC,2020-01-01,24
MSN-STL,2018-08-01,1
MSO-ATL,2018-08-01,4
MSO-AZA,2018-08-01,10
MSO-AZA,2020-01-01,8
MSO-DEN,2018-08-01,166
MSO-DEN,2020-01-01,62
MSO-DFW,2018-08-01,31
MSO-DFW,2020-01-01,27
MSO-LAS,2018-08-01,9
MSO-LAS,2020-01-01,8
MSO-LAX,2018-08-01,39
MSO-LAX,2020-01-01,1
MSO-MSP,2018-08-01,62
MSO-MSP,2020-01-01,21
MSO-OAK,2018-08-01,11
MSO-ORD,2018-08-01,40
MSO-PDX,2018-08-01,29
MSO-SEA,2018-08-01,121
MSO-SFO,2018-08-01,33
MSO-SLC,2018-08-01,113
MSO-SLC,2020-01-01,81
MSP-ABQ,2018-08-01,31
MSP-ABQ,2020-01-01,1
MSP-ABR,2018-08-01,62
MSP-ABR,2020-01-01,45
MSP-ALB,2018-08-01,31
MSP-ALB,2020-01-01,1
MSP-ANC,2018-08-01,85
MSP-ANC,2020-01-01,20
MSP-ASE,2020-01-01,1
MSP-ATL,2018-08-01,425
MSP-ATL,2020-01-01,296
MSP-ATW,2018-08-01,116
MSP-ATW,2020-01-01,88
MSP-AUS,2018-08-01,99
MSP-AUS,2020-01-01,48
MSP-AZO,2018-08-01,54
MSP-AZO,2020-01-01,23
MSP-BDL,2018-08-01,119
MSP-BDL,2020-01-01,89
MSP-BIL,2018-08-01,97
MSP-BIL,2020-01-01,48
MSP-BIS,2018-08-01,197
MSP-BIS,2020-01-01,137
MSP-BJI,2018-08-01,67
MSP-BJI,2020-01-01,51
MSP-BMI,2018-08-01,27
MSP-BNA,2018-08-01,181
MSP-BNA,2020-01-01,125
MSP-BOI,2018-08-01,83
MSP-BOI,2020-01-01,40
MSP-BOS,2018-08-01,299
MSP-BOS,2020-01-01,207
MSP-BRD,2018-08-01,58
MSP-BRD,2020-01-01,44
MSP-BUF,2018-08-01,55
MSP-BWI,2018-08-01,190
MSP-BWI,2020-01-01,115
MSP-BZN,2018-08-01,93
MSP-BZN,2020-01-01,63
MSP-CHS,2018-08-01,5
MSP-CID,2018-08-01,119
MSP-CID,2020-01-01,83
MSP-CIU,2018-08-01,31
MSP-CIU,2020-01-01,25
MSP-CLE,2018-08-01,133
MSP-CLE,2020-01-01,96
MSP-CLT,2018-08-01,236
MSP-CLT,2020-01-01,184
MSP-CMH,2018-08-01,120
MSP-CMH,2020-01-01,73
MSP-COS,2018-08-01,12
MSP-CVG,2018-08-01,160
MSP-CVG,2020-01-01,119
MSP-CWA,2018-08-01,89
MSP-CWA,2020-01-01,48
MSP-DAL,2018-08-01,1
MSP-DAL,2020-01-01,25
MSP-DAY,2018-08-01,109
MSP-DAY,2020-01-01,44
MSP-DCA,2018-08-01,258
MSP-DCA,2020-01-01,199
MSP-DEN,2018-08-01,539
MSP-DEN,2020-01-01,396
MSP-DFW,2018-08-01,414
MSP-DFW,2020-01-01,221
MSP-DLH,2018-08-01,151
MSP-DLH,2020-01-01,106
MSP-DSM,2018-08-01,158
MSP-DSM,2020-01-01,96
MSP-DTW,2018-08-01,270
MSP-DTW,2020-01-01,203
MSP-EWR,2018-08-01,310
MSP-EWR,2020-01-01,208
MSP-FAI,2018-08-01,31
MSP-FAR,2018-08-01,232
MSP-FAR,2020-01-01,161
MSP-FCA,2018-08-01,58
MSP-FCA,2020-01-01,32
MSP-FLL,2018-08-01,27
MSP-FLL,2020-01-01,77
MSP-FNT,2018-08-01,85
MSP-FSD,2018-08-01,204
MSP-FSD,2020-01-01,148
MSP-FWA,2018-08-01,31
MSP-FWA,2020-01-01,24
MSP-GEG,2018-08-01,101
MSP-GEG,2020-01-01,43
MSP-GFK,2018-08-01,176
MSP-GFK,2020-01-01,115
MSP-GRB,2018-08-01,118
MSP-GRB,2020-01-01,75
MSP-GRR,2018-08-01,150
MSP-GRR,2020-01-01,104
MSP-GTF,2018-08-01,31
MSP-GTF,2020-01-01,23
MSP-HDN,2020-01-01,11
MSP-HIB,2018-08-01,54
MSP-HIB,2020-01-01,40
MSP-HLN,2018-08-01,31
MSP-HLN,2020-01-01,17
MSP-HNL,2018-08-01,25
MSP-HNL,2020-01-01,18
MSP-HRL,2020-01-01,24
MSP-HSV,2020-01-01,1
MSP-IAD,2018-08-01,151
MSP-IAD,2020-01-01,92
MSP-IAH,2018-08-01,316
MSP-IAH,2020-01-01,225
MSP-ICT,2018-08-01,110
MSP-ICT,2020-01-01,49
MSP-IDA,2018-08-01,4
MSP-IMT,2018-08-01,31
MSP-IMT,2020-01-01,24
MSP-IND,2018-08-01,147
MSP-IND,2020-01-01,126
MSP-INL,2018-08-01,62
MSP-INL,2020-01-01,44
MSP-ISN,2018-08-01,62
MSP-JAC,2018-08-01,28
MSP-JAC,2020-01-01,3
MSP-JAX,2018-08-01,35
MSP-JFK,2018-08-01,122
MSP-JFK,2020-01-01,101
MSP-LAN,2018-08-01,89
MSP-LAN,2020-01-01,21
MSP-LAS,2018-08-01,237
MSP-LAS,2020-01-01,192
MSP-LAX,2018-08-01,271
MSP-LAX,2020-01-01,187
MSP-LEX,2018-08-01,29
MSP-LGA,2018-08-01,279
MSP-LGA,2020-01-01,204
MSP-LNK,2018-08-01,89
MSP-LNK,2020-01-01,67
MSP-LSE,2018-08-01,89
MSP-LSE,2020-01-01,50
MSP-MBS,2018-08-01,27
MSP-MBS,2020-01-01,15
MSP-MCI,2018-08-01,224
MSP-MCI,2020-01-01,160
MSP-MCO,2018-08-01,132
MSP-MCO,2020-01-01,186
MSP-MDW,2018-08-01,421
MSP-MDW,2020-01-01,297
MSP-MEM,2018-08-01,92
MSP-MEM,2020-01-01,68
MSP-MIA,2018-08-01,120
MSP-MIA,2020-01-01,114
MSP-MKE,2018-08-01,171
MSP-MKE,2020-01-01,141
MSP-MLI,2018-08-01,55
MSP-MLI,2020-01-01,24
MSP-MOT,2018-08-01,154
MSP-MOT,2020-01-01,96
MSP-MQT,2018-08-01,28
MSP-MQT,2020-01-01,23
MSP-MSN,2018-08-01,174
MSP-MSN,2020-01-01,132
MSP-MSO,2018-08-01,62
MSP-MSO,2020-01-01,17
MSP-MSY,2018-08-01,47
MSP-MSY,2020-01-01,37
MSP-MYR,2018-08-01,13
MSP-OAK,2018-08-01,31
MSP-OAK,2020-01-01,25
MSP-OKC,2018-08-01,82
MSP-OKC,2020-01-01,27
MSP-OMA,2018-08-01,201
MSP-OMA,2020-01-01,162
MSP-ORD,2018-08-01,679
MSP-ORD,2020-01-01,484
MSP-ORF,2018-08-01,28
MSP-PBI,2020-01-01,2
MSP-PDX,2018-08-01,188
MSP-PDX,2020-01-01,82
MSP-PHL,2018-08-01,250
MSP-PHL,2020-01-01,136
MSP-PHX,2018-08-01,311
MSP-PHX,2020-01-01,283
MSP-PIA,2018-08-01,27
MSP-PIA,2020-01-01,15
MSP-PIT,2018-08-01,120
MSP-PIT,2020-01-01,95
MSP-PSC,2018-08-01,60
MSP-PSC,2020-01-01,25
MSP-PSP,2020-01-01,29
MSP-RAP,2018-08-01,155
MSP-RAP,2020-01-01,80
MSP-RDU,2018-08-01,137
MSP-RDU,2020-01-01,64
MSP-RHI,2018-08-01,62
MSP-RHI,2020-01-01,48
MSP-RIC,2018-08-01,58
MSP-RIC,2020-01-01,29
MSP-RNO,2018-08-01,4
MSP-RNO,2020-01-01,3
MSP-ROC,2018-08-01,29
MSP-ROC,2020-01-01,18
MSP-RST,2018-08-01,116
MSP-RST,2020-01-01,93
MSP-RSW,2018-08-01,31
MSP-RSW,2020-01-01,175
MSP-SAN,2018-08-01,151
MSP-SAN,2020-01-01,98
MSP-SAT,2018-08-01,85
MSP-SAT,2020-01-01,39
MSP-SAV,2018-08-01,2
MSP-SBN,2018-08-01,82
MSP-SBN,2020-01-01,24
MSP-SDF,2018-08-01,90
MSP-SDF,2020-01-01,48
MSP-SEA,2018-08-01,332
MSP-SEA,2020-01-01,172
MSP-SFO,2018-08-01,281
MSP-SFO,2020-01-01,173
MSP-SJC,2018-08-01,78
MSP-SJC,2020-01-01,24
MSP-SJU,2020-01-01,3
MSP-SLC,2018-08-01,181
MSP-SLC,2020-01-01,131
MSP-SMF,2018-08-01,76
MSP-SMF,2020-01-01,25
MSP-SNA,2018-08-01,89
MSP-SNA,2020-01-01,70
MSP-SRQ,2020-01-01,3
MSP-STL,2018-08-01,256
MSP-STL,2020-01-01,176
MSP-SYR,2018-08-01,30
MSP-TPA,2018-08-01,59
MSP-TPA,2020-01-01,124
MSP-TTN,2018-08-01,13
MSP-TUL,2018-08-01,58
MSP-TUL,2020-01-01,24
MSP-TUS,2020-01-01,24
MSP-TVC,2018-08-01,116
MSP-TYS,2018-08-01,31
MSP-TYS,2020-01-01,20
MSP-XNA,2018-08-01,50
MSP-XNA,2020-01-01,41
MSP-XWA,2020-01-01,49
MSY-ACY,2018-08-01,18
MSY-ATL,2018-08-01,461
MSY-ATL,2020-01-01,385
MSY-AUS,2018-08-01,74
MSY-AUS,2020-01-01,93
MSY-BNA,2018-08-01,92
MSY-BNA,2020-01-01,134
MSY-BOS,2018-08-01,66
MSY-BOS,2020-01-01,66
MSY-BWI,2018-08-01,123
MSY-BWI,2020-01-01,112
MSY-CLE,2018-08-01,13
MSY-CLE,2020-01-01,9
MSY-CLT,2018-08-01,210
MSY-CLT,2020-01-01,159
